date_local,avgtempC,winddirDegree,windspeedKmph,cloudcover,humidity,precipInches,pressure,visibility,maxtempC,mintempC,sunHour,PM2.5
2019-01-26,11,74,4,52,76,0.0,1023,10,14,6,10.0,6.9583330000000005
2019-01-27,11,342,3,39,73,0.8,1022,8,16,5,10.8,8.375
2019-01-28,13,211,14,28,63,0.0,1013,10,19,7,10.8,7.3333330000000005
2019-01-29,5,36,14,24,43,0.0,1026,10,8,1,10.8,2.958333
2019-01-30,7,131,6,80,50,0.0,1024,10,12,2,5.4,5.375
2019-01-31,11,130,6,100,76,0.0,1020,6,15,5,5.4,7.7083330000000005
2019-02-01,15,84,7,97,87,0.1,1018,8,19,11,5.4,7.9583330000000005
2019-02-02,16,136,7,92,87,0.0,1016,6,19,13,5.4,11.833333
2019-02-03,18,196,10,94,80,0.0,1011,7,22,13,5.4,11.25
2019-02-04,20,216,8,76,80,0.0,1010,11,25,15,7.0,17.5
2019-02-05,20,187,12,84,90,0.0,1012,9,21,18,5.5,22.090909
2019-02-06,21,192,18,100,92,0.1,1011,8,23,20,5.5,19.0
2019-02-07,19,330,17,75,56,0.4,1017,10,20,19,7.0,9.041667
2019-02-08,2,29,16,62,50,0.0,1035,10,6,0,7.0,7.4166669999999995
2019-02-09,3,55,10,99,71,0.0,1032,19,5,1,5.5,9.666667
2019-02-10,7,175,3,99,90,0.0,1022,13,10,4,5.5,7.0416669999999995
2019-02-11,16,221,7,87,89,0.1,1013,8,19,11,5.5,12.083333
2019-02-12,12,126,9,8,46,0.0,1022,11,16,8,11.0,6.0
2019-02-13,12,168,10,17,60,0.0,1023,14,17,3,10.1,8.291667
2019-02-14,18,207,15,12,74,0.0,1009,14,23,13,11.1,7.25
2019-02-15,23,241,10,8,57,0.0,1008,13,30,14,11.1,12.041667
2019-02-16,11,35,8,46,70,0.0,1008,15,14,9,10.1,16.833333
2019-02-17,16,11,11,16,55,0.0,1011,15,20,13,11.1,11.583333
2019-02-18,11,49,15,37,61,0.0,1018,11,13,8,10.1,5.0833330000000005
2019-02-19,7,31,11,90,80,0.1,1014,7,9,5,5.6,5.5
2019-02-20,11,316,7,34,60,0.0,1015,10,17,3,11.2,4.625
2019-02-21,11,71,6,82,72,0.0,1014,10,13,5,5.6,6.6666669999999995
2019-02-22,13,205,6,75,86,0.0,1014,10,17,9,7.1,8.458333
2019-02-23,17,291,12,57,55,0.0,1014,17,18,12,8.6,7.0
2019-02-24,12,38,7,0,47,0.0,1023,10,16,5,11.2,3.75
2019-02-25,13,127,7,25,66,0.0,1022,10,18,5,11.3,6.8333330000000005
2019-02-26,15,78,6,97,78,0.0,1022,7,20,10,5.6,10.791667
2019-02-27,18,148,7,90,80,0.0,1019,5,23,14,5.8,10.708333
2019-02-28,8,23,10,92,75,0.0,1018,9,10,6,5.9,11.791667
2019-03-01,10,114,6,84,81,0.0,1017,10,14,6,5.9,26.791666999999997
2019-03-02,11,34,8,98,87,0.0,1016,8,13,10,5.9,21.333333
2019-03-03,8,6,16,61,76,0.0,1017,8,9,4,8.7,6.9166669999999995
2019-03-04,0,16,19,32,54,0.0,1026,10,3,-3,10.2,7.565217
2019-03-05,3,13,13,43,44,0.0,1032,10,7,-3,7.3,7.478261
2019-03-06,7,133,7,20,50,0.0,1031,10,11,-1,11.6,11.291667
2019-03-07,14,192,10,52,76,0.0,1020,10,19,5,10.2,9.0
2019-03-08,19,201,12,85,78,0.0,1013,10,22,14,5.9,8.583333
2019-03-09,20,277,14,72,67,0.1,1008,6,23,17,8.8,14.916667000000002
2019-03-10,17,98,9,80,57,0.1,1015,8,22,12,5.9,14.75
2019-03-11,18,27,10,98,77,0.1,1016,9,21,15,6.0,16.545455
2019-03-12,17,147,14,92,79,0.3,1008,6,19,15,6.0,11.458333
2019-03-13,17,244,10,56,61,0.4,1008,9,21,13,8.8,9.541667
2019-03-14,19,325,17,58,49,0.0,1014,10,23,11,10.2,8.625
2019-03-15,13,25,21,30,38,0.0,1027,10,16,10,11.6,2.708333
2019-03-16,13,56,13,27,38,0.0,1028,11,17,8,11.6,4.4166669999999995
2019-03-17,14,59,10,15,41,0.0,1026,20,19,8,11.6,6.5416669999999995
2019-03-18,15,83,11,20,47,0.0,1025,20,20,10,11.6,11.266667
2019-03-19,16,136,10,28,48,0.0,1024,10,21,10,11.6,13.041667
2019-03-20,17,206,7,61,65,0.0,1023,10,23,12,6.0,13.333332999999998
2019-03-21,20,200,6,27,54,0.0,1023,10,26,12,11.6,8.458333
2019-03-22,20,164,14,26,58,0.0,1019,10,25,14,10.2,12.125
2019-03-23,18,166,15,86,74,0.0,1018,9,20,12,6.1,9.291667
2019-03-24,21,194,16,78,84,0.0,1017,8,23,14,6.1,8.625
2019-03-25,22,124,13,56,75,0.0,1019,10,25,18,8.8,8.458333
2019-03-26,19,63,14,10,60,0.0,1025,10,24,13,11.6,6.8333330000000005
2019-03-27,19,149,15,17,67,0.0,1024,11,24,12,11.6,10.0
2019-03-28,20,168,20,26,69,0.0,1020,20,26,13,11.6,8.75
2019-03-29,20,175,20,79,80,0.0,1015,19,25,16,6.1,8.416667
2019-03-30,19,168,19,81,79,0.1,1015,19,24,16,6.1,4.4166669999999995
2019-03-31,11,19,22,21,46,0.0,1026,10,14,8,11.6,4.125
2019-04-01,12,27,9,17,50,0.0,1024,10,19,6,11.6,5.181818
2019-04-02,15,164,12,29,52,0.0,1022,10,21,7,11.6,7.363636
2019-04-03,16,151,17,98,85,0.1,1019,9,18,10,6.2,7.2
2019-04-04,24,229,14,52,74,0.1,1014,8,31,18,8.9,12.4
2019-04-05,23,113,9,74,81,0.0,1014,10,27,19,7.5,17.791667
2019-04-06,23,183,13,90,85,0.5,1011,7,25,20,6.2,14.708332999999998
2019-04-07,24,146,10,52,71,0.3,1013,6,31,20,10.3,7.875
2019-04-08,24,309,14,41,51,0.0,1014,10,30,17,11.6,5.9166669999999995
2019-04-09,26,162,9,0,50,0.0,1013,10,31,20,11.6,9.833333
2019-04-10,26,186,25,0,53,0.0,1004,10,33,18,11.6,9.541667
2019-04-11,25,289,18,8,34,0.0,1004,10,29,18,11.6,8.875
2019-04-12,20,91,13,23,57,0.1,1009,10,27,12,11.6,8.25
2019-04-13,24,237,25,61,65,0.5,1003,7,28,19,8.9,6.2916669999999995
2019-04-14,16,325,18,2,46,0.0,1017,10,23,9,11.6,5.9583330000000005
2019-04-15,20,180,20,18,56,0.0,1016,10,26,12,11.6,7.0416669999999995
2019-04-16,21,170,23,85,81,0.0,1015,9,25,16,6.3,6.2083330000000005
2019-04-17,25,187,24,86,82,0.1,1009,8,28,20,6.5,13.958332999999998
2019-04-18,23,320,19,53,58,1.5,1008,8,27,19,10.3,4.9583330000000005
2019-04-19,20,344,19,8,38,0.0,1018,10,23,16,13.0,2.416667
2019-04-20,21,186,12,0,50,0.0,1018,10,27,13,13.4,5.5
2019-04-21,23,177,24,6,67,0.0,1014,10,29,15,13.4,5.8333330000000005
2019-04-22,22,161,20,88,79,0.0,1015,9,27,19,9.6,6.3333330000000005
2019-04-23,23,156,19,84,82,0.1,1014,10,26,19,8.4,12.041667
2019-04-24,22,151,19,91,85,1.2,1010,8,25,19,8.4,3.666667
2019-04-25,23,298,12,4,57,0.0,1012,10,31,14,13.5,5.5
2019-04-26,23,41,12,3,55,0.0,1019,10,27,17,13.5,7.0
2019-04-27,24,190,19,4,63,0.0,1013,10,29,18,13.5,9.791667
2019-04-28,23,161,19,52,78,0.0,1012,10,29,18,10.9,7.6666669999999995
2019-04-29,24,165,21,73,79,0.0,1012,8,30,19,9.7,13.083333
2019-04-30,25,171,24,90,83,0.1,1012,10,28,23,8.5,15.791667000000002
2019-05-01,25,150,20,84,84,0.2,1012,9,27,23,8.5,14.958332999999998
2019-05-02,26,161,19,80,82,1.4,1013,9,30,20,8.5,6.2083330000000005
2019-05-03,24,175,13,88,85,3.4,1011,5,26,20,8.5,5.75
2019-05-04,24,31,9,61,74,1.1,1011,9,29,19,9.7,4.9166669999999995
2019-05-05,24,151,12,13,71,0.0,1012,10,30,18,13.7,8.791667
2019-05-06,23,145,14,62,81,0.0,1013,10,26,20,9.7,10.833333
2019-05-07,25,141,15,71,82,0.5,1012,7,29,21,9.8,10.041667
2019-05-08,27,191,22,76,83,0.7,1006,7,30,22,9.8,6.875
2019-05-09,28,89,15,76,77,0.0,1009,7,31,22,10.9,15.75
2019-05-10,15,18,22,99,77,0.1,1014,9,20,13,8.6,5.375
2019-05-11,19,244,11,81,80,0.2,1012,10,23,16,9.8,5.0416669999999995
2019-05-12,21,136,10,2,67,0.0,1012,10,26,15,13.8,3.958333
2019-05-13,23,110,9,8,67,0.0,1013,10,28,16,13.8,6.6666669999999995
2019-05-14,25,122,9,68,69,0.4,1015,9,28,20,9.8,12.857142999999999
2019-05-15,25,125,9,44,71,0.2,1015,9,29,19,12.2,10.791667
2019-05-16,26,161,12,15,70,0.0,1015,10,30,19,13.8,10.708333
2019-05-17,27,166,19,81,79,0.1,1010,9,31,22,8.6,15.0
2019-05-18,26,193,22,91,84,0.2,1006,10,28,21,8.7,20.875
2019-05-19,29,166,12,57,76,0.1,1009,10,33,24,12.2,24.458333
2019-05-20,28,161,26,80,78,0.1,1008,8,32,25,8.7,17.25
2019-05-21,29,264,20,53,55,0.7,1005,8,33,25,11.0,12.666667
2019-05-22,27,166,20,64,78,0.0,1008,7,32,22,11.0,21.916667
2019-05-23,28,155,26,76,75,0.1,1013,9,33,25,9.9,15.083332999999998
2019-05-24,28,155,25,75,72,0.1,1014,8,32,25,8.7,11.458333
2019-05-25,28,154,22,71,74,0.1,1015,10,32,23,8.7,9.458333
2019-05-26,28,160,20,57,73,0.0,1015,10,32,22,11.0,9.708333
2019-05-27,27,170,22,59,72,0.0,1012,10,32,22,11.0,10.583333
2019-05-28,28,177,23,84,74,0.0,1008,10,33,24,9.9,11.75
2019-05-29,29,175,24,82,76,0.1,1007,10,32,24,8.7,12.0
2019-05-30,27,29,11,84,79,0.5,1012,9,30,24,8.7,7.6666669999999995
2019-05-31,28,131,9,84,74,0.5,1014,9,33,23,8.7,10.666667
2019-06-01,29,150,9,71,74,0.1,1013,10,33,24,8.7,9.125
2019-06-02,28,158,12,39,72,0.0,1013,10,33,24,12.2,7.2916669999999995
2019-06-03,29,148,13,45,70,0.0,1014,10,33,24,11.0,6.7916669999999995
2019-06-04,29,148,12,69,70,0.1,1013,10,33,24,11.1,6.9166669999999995
2019-06-05,30,66,8,79,74,0.3,1009,10,33,24,8.8,4.5416669999999995
2019-06-06,31,277,6,69,68,0.4,1008,9,39,22,11.1,5.375
2019-06-07,30,320,13,10,45,0.0,1008,10,34,24,14.0,5.9583330000000005
2019-06-08,32,230,8,2,52,0.0,1009,11,37,25,14.0,9.125
2019-06-09,32,166,9,4,59,0.0,1012,19,37,26,14.0,10.25
2019-06-10,26,19,20,47,66,0.5,1020,9,30,24,12.2,7.1666669999999995
2019-06-11,25,47,10,48,57,0.0,1019,16,27,22,13.4,9.708333
2019-06-12,28,41,8,11,55,0.0,1016,20,33,21,14.0,11.25
2019-06-13,28,93,13,12,43,0.0,1018,20,32,21,14.1,6.6666669999999995
2019-06-14,29,180,19,22,56,0.0,1015,20,34,22,14.1,10.375
2019-06-15,30,184,24,65,67,0.0,1011,20,36,23,11.1,8.166667
2019-06-16,31,183,22,70,66,0.8,1010,20,35,25,9.9,8.666667
2019-06-17,30,186,11,48,67,0.0,1011,20,36,24,12.2,5.2916669999999995
2019-06-18,31,172,9,47,63,0.0,1012,18,35,24,13.4,8.75
2019-06-19,33,197,20,18,59,0.0,1009,10,39,25,14.1,11.041667
2019-06-20,32,190,20,45,66,0.0,1008,10,39,25,12.2,17.958333
2019-06-21,33,179,25,67,66,0.0,1010,10,39,26,11.1,15.75
2019-06-22,31,175,26,68,68,0.1,1011,10,36,27,11.1,14.291667000000002
2019-06-23,30,180,26,80,69,0.0,1010,10,34,27,9.9,12.75
2019-06-24,32,177,17,64,66,0.1,1010,10,37,27,11.1,8.208333
2019-06-25,30,137,13,57,65,0.1,1014,10,34,24,8.8,8.333333
2019-06-26,27,142,14,43,69,0.0,1018,10,32,22,14.1,14.583332999999998
2019-06-27,31,155,13,51,66,0.0,1020,10,36,24,13.4,18.75
2019-06-28,31,182,10,45,63,0.1,1019,10,37,24,14.1,18.083333
2019-06-29,31,204,10,58,57,0.0,1017,10,37,24,12.2,20.041667
2019-06-30,29,237,17,74,61,0.7,1016,8,32,25,9.9,9.291667
2019-07-01,29,195,15,59,63,0.3,1015,9,35,24,12.2,13.958332999999998
2019-07-02,30,171,16,56,67,0.2,1014,9,35,23,13.4,6.8333330000000005
2019-07-03,29,183,15,59,69,0.0,1012,10,34,23,11.1,12.625
2019-07-04,31,177,22,56,66,0.3,1013,9,36,25,11.1,21.416667
2019-07-05,31,177,20,59,65,0.0,1016,10,37,26,12.2,13.958332999999998
2019-07-06,32,168,16,48,59,0.0,1017,10,38,25,13.4,12.833333
2019-07-07,32,201,14,35,59,0.0,1015,10,38,25,14.0,10.043478
2019-07-08,32,205,15,37,59,0.0,1013,10,39,25,13.4,7.3333330000000005
2019-07-09,33,189,16,42,58,0.0,1012,10,39,26,14.0,14.791667000000002
2019-07-10,34,141,12,48,60,0.1,1013,9,39,26,14.0,9.5
2019-07-11,33,30,12,49,54,0.2,1013,10,37,28,12.2,6.2083330000000005
2019-07-12,32,21,15,31,47,0.0,1010,10,36,27,13.3,8.541667
2019-07-13,31,8,16,75,53,0.0,1010,10,34,26,8.7,9.583333
2019-07-14,31,12,13,50,59,0.2,1012,10,35,27,12.2,6.5416669999999995
2019-07-15,33,216,7,51,58,0.2,1012,10,37,27,14.0,16.0
2019-07-16,32,190,19,36,64,0.0,1014,10,37,26,13.9,9.25
2019-07-17,31,172,19,58,66,0.0,1015,10,37,25,11.0,8.708333
2019-07-18,31,180,20,42,64,0.0,1014,10,38,25,12.2,7.3333330000000005
2019-07-19,32,171,21,25,63,0.0,1013,10,37,24,13.9,8.958333
2019-07-20,32,174,19,15,57,0.0,1013,10,38,24,13.9,14.458332999999998
2019-07-21,32,180,17,6,53,0.0,1013,10,38,24,13.9,15.666667000000002
2019-07-22,33,92,10,32,54,0.0,1014,10,38,25,13.9,12.083333
2019-07-23,30,25,20,40,48,0.2,1017,10,33,25,13.3,7.75
2019-07-24,29,33,16,4,38,0.0,1018,10,33,23,13.9,8.25
2019-07-25,28,64,12,2,38,0.0,1018,10,34,21,13.9,9.875
2019-07-26,30,112,9,5,43,0.0,1018,10,35,23,13.8,12.458333
2019-07-27,31,108,11,24,49,0.0,1018,10,37,25,13.3,10.333333
2019-07-28,31,189,17,30,57,0.0,1016,10,36,25,13.8,15.25
2019-07-29,32,193,17,59,59,0.0,1015,10,38,25,11.0,11.5
2019-07-30,33,250,12,66,59,0.1,1015,10,39,26,9.8,12.958333
2019-07-31,34,125,9,30,53,0.1,1015,10,39,26,13.8,17.416667
2019-08-01,33,128,12,14,50,0.0,1015,10,39,26,13.8,12.608696
2019-08-02,34,106,10,30,52,0.0,1014,10,39,27,13.3,10.833333
2019-08-03,27,142,10,54,64,0.1,1013,10,29,21,10.9,9.25
2019-08-04,28,179,12,69,68,0.7,1012,9,33,26,10.9,8.5
2019-08-05,33,151,10,67,60,0.4,1013,9,37,26,10.9,8.0
2019-08-06,33,141,10,49,60,0.1,1012,10,38,26,13.3,7.7916669999999995
2019-08-07,33,192,14,25,57,0.0,1012,10,39,26,13.7,13.666667000000002
2019-08-08,33,191,17,22,55,0.0,1012,10,39,27,13.7,12.625
2019-08-09,33,186,20,15,55,0.0,1012,10,40,26,13.6,13.863635999999998
2019-08-10,33,184,18,29,56,0.0,1013,10,40,26,13.3,10.0
2019-08-11,33,195,16,25,55,0.0,1014,10,39,26,13.3,7.9583330000000005
2019-08-12,34,191,16,13,52,0.0,1012,10,41,27,13.6,8.333333
2019-08-13,35,144,15,17,49,0.0,1011,10,41,27,13.6,8.166667
2019-08-14,34,130,12,27,54,0.1,1013,10,39,28,13.6,10.5
2019-08-15,34,91,7,56,53,0.2,1014,9,39,28,10.9,10.25
2019-08-16,35,223,10,9,52,0.0,1012,10,41,28,13.5,11.434783
2019-08-17,33,180,16,38,56,0.0,1010,10,39,27,13.3,10.083333
2019-08-18,33,187,19,30,56,0.0,1011,10,40,27,13.1,10.916667
2019-08-19,33,171,16,31,57,0.0,1013,10,39,27,13.1,10.125
2019-08-20,33,174,13,29,53,0.0,1015,10,37,27,11.6,22.791667
2019-08-21,33,172,13,41,50,0.0,1014,10,38,26,11.6,17.583333
2019-08-22,32,155,15,32,55,0.2,1013,10,39,26,11.6,11.041667
2019-08-23,32,140,11,48,62,0.3,1012,10,36,26,11.6,5.7916669999999995
2019-08-24,33,207,10,55,62,0.6,1012,9,38,27,9.1,7.4583330000000005
2019-08-25,32,216,10,46,60,0.1,1009,10,36,27,11.6,13.333332999999998
2019-08-26,32,182,16,7,58,0.0,1008,10,38,26,11.6,21.833333
2019-08-27,33,167,16,27,58,0.0,1011,10,38,27,11.6,10.0
2019-08-28,33,95,8,57,56,0.4,1015,9,37,28,10.3,9.541667
2019-08-29,31,169,10,67,62,1.0,1015,8,33,27,7.6,11.5
2019-08-30,31,147,12,32,60,0.1,1015,10,36,26,11.6,10.083333
2019-08-31,31,146,9,44,60,0.1,1015,9,36,26,10.3,7.75
2019-09-01,30,86,8,70,58,0.5,1016,9,34,27,7.6,10.708333
2019-09-02,32,65,11,6,46,0.0,1016,10,36,27,11.6,12.041667
2019-09-03,33,66,11,14,46,0.0,1014,10,35,28,11.6,9.583333
2019-09-04,32,75,12,48,51,0.1,1015,10,36,28,8.9,11.142857000000001
2019-09-05,32,109,11,10,50,0.0,1017,10,37,28,11.6,9.75
2019-09-06,34,192,10,11,49,0.0,1016,10,39,27,11.6,10.25
2019-09-07,32,169,13,5,42,0.0,1015,10,37,27,11.6,9.666667
2019-09-08,32,172,18,26,58,0.0,1014,10,38,25,11.6,11.25
2019-09-09,30,162,17,52,65,0.1,1014,10,34,25,10.2,8.416667
2019-09-10,30,152,15,68,63,0.5,1016,9,34,25,8.9,8.916667
2019-09-11,30,177,16,63,67,0.7,1017,8,35,25,8.9,8.708333
2019-09-12,29,173,12,56,67,0.1,1016,10,34,24,10.2,7.0833330000000005
2019-09-13,30,124,11,23,60,0.1,1018,10,35,25,11.6,9.541667
2019-09-14,32,93,9,47,49,0.1,1018,10,36,27,10.2,13.291667000000002
2019-09-15,0,0,11,81,42,0.0,1015,10,0,0,11.6,11.416667
2019-09-16,9,158,11,34,49,0.0,1015,10,35,0,11.6,9.166667
2019-09-17,29,45,11,55,64,0.2,1012,10,33,25,8.8,5.283333
2019-09-18,29,333,8,71,64,0.1,1011,10,33,25,7.5,4.5125
2019-09-19,32,200,10,67,59,0.5,1010,9,36,27,7.5,10.541667
2019-09-20,30,168,23,75,71,1.7,1013,7,34,26,6.1,7.1666669999999995
2019-09-21,29,153,19,74,73,0.2,1016,9,33,25,6.1,8.041667
2019-09-22,29,188,15,55,70,0.0,1015,10,33,24,8.8,5.7083330000000005
2019-09-23,29,185,12,31,69,0.0,1015,10,33,24,11.6,7.0833330000000005
2019-09-24,29,174,14,57,70,0.3,1012,10,33,25,6.0,5.9166669999999995
2019-09-25,28,199,13,35,69,0.2,1011,10,33,24,11.6,6.0833330000000005
2019-09-26,30,162,12,14,61,0.0,1011,10,35,24,11.6,6.4166669999999995
2019-09-27,29,179,15,52,72,0.0,1010,10,33,24,8.8,6.125
2019-09-28,29,161,17,68,73,0.1,1011,10,33,25,8.8,6.375
2019-09-29,30,156,19,74,71,0.1,1014,10,33,25,6.0,6.875
2019-09-30,30,151,19,80,73,0.2,1015,10,33,25,7.4,7.7083330000000005
