date_local,Ozone(ppm)
2018-01-01,0.028647
2018-01-02,0.026
2018-01-03,0.028353
2018-01-04,0.0235
2018-01-05,0.031529
2018-01-06,0.032588
2018-01-07,0.031375
2018-01-08,0.03165
2018-01-09,0.028294
2018-01-10,0.032417
2018-01-11,0.028059
2018-01-12,0.03075
2018-01-13,0.024826
2018-01-14,0.032471
2018-01-15,0.031118
2018-01-16,0.032417
2018-01-17,0.02325
2018-01-18,0.023
2018-01-19,0.020125
2018-01-20,0.026588
2018-01-21,0.024353
2018-01-22,0.035529
2018-01-23,0.030375
2018-01-24,0.030412
2018-01-25,0.041118
2018-01-26,0.028958
2018-01-27,0.024647
2018-01-28,0.037176
2018-01-29,0.033958
2018-01-30,0.033
2018-01-31,0.038235
2018-02-01,0.037824
2018-02-02,0.03175
2018-02-03,0.021957
2018-02-04,0.025294
2018-02-05,0.01575
2018-02-06,0.008235
2018-02-07,0.021294
2018-02-08,0.024765
2018-02-09,0.015875
2018-02-10,0.016412
2018-02-11,0.028
2018-02-12,0.022458
2018-02-13,0.006292
2018-02-14,0.009059
2018-02-15,0.017059
2018-02-16,0.030118
2018-02-17,0.020826
2018-02-18,0.019882
2018-02-19,0.024471
2018-02-20,0.019917
2018-02-21,0.017765
2018-02-22,0.014353
2018-02-23,0.007208
2018-02-24,0.017
2018-02-25,0.0245
2018-02-26,0.028471
2018-02-27,0.019917
2018-02-28,0.025882
2018-03-01,0.028208
2018-03-02,0.036
2018-03-03,0.038765
2018-03-04,0.026125
2018-03-05,0.038412
2018-03-06,0.044176
2018-03-07,0.042
2018-03-08,0.046588
2018-03-09,0.042882
2018-03-10,0.041647
2018-03-11,0.043647
2018-03-12,0.040833
2018-03-13,0.051118
2018-03-14,0.052588
2018-03-15,0.045708
2018-03-16,0.037118
2018-03-17,0.029706
2018-03-18,0.029471
2018-03-19,0.043412
2018-03-20,0.0355
2018-03-21,0.046353
2018-03-22,0.049824
2018-03-23,0.042476
2018-03-24,0.035739
2018-03-25,0.032824
2018-03-26,0.037042
2018-03-27,0.033471
2018-03-28,0.029542
2018-03-29,0.038765
2018-03-30,0.039882
2018-03-31,0.049647
2018-04-01,0.040292
2018-04-02,0.024706
2018-04-03,0.036786
2018-04-04,0.04075
2018-04-05,0.035941
2018-04-06,0.030235
2018-04-07,0.028182
2018-04-08,0.027529
2018-04-09,0.034
2018-04-10,0.044
2018-04-11,0.053118
2018-04-12,0.041042
2018-04-13,0.034529
2018-04-14,0.046706
2018-04-15,0.04525
2018-04-16,0.049824
2018-04-17,0.046824
2018-04-18,0.054588
2018-04-19,0.048353
2018-04-20,0.047
2018-04-21,0.02887
2018-04-22,0.039529
2018-04-23,0.050733
2018-04-24,0.053235
2018-04-25,0.037375
2018-04-26,0.041588
2018-04-27,0.053471
2018-04-28,0.059706
2018-04-29,0.051941
2018-04-30,0.042
2018-05-01,0.031958
2018-05-02,0.027294
2018-05-03,0.02725
2018-05-04,0.026706
2018-05-05,0.041471
2018-05-06,0.051765
2018-05-07,0.054353
2018-05-08,0.051235
2018-05-09,0.050118
2018-05-10,0.045765
2018-05-11,0.037792
2018-05-12,0.033435
2018-05-13,0.029353
2018-05-14,0.031529
2018-05-15,0.033471
2018-05-16,0.044353
2018-05-17,0.043941
2018-05-18,0.038529
2018-05-19,0.030609
2018-05-20,0.022882
2018-05-21,0.026824
2018-05-22,0.029529
2018-05-23,0.028765
2018-05-24,0.033294
2018-05-25,0.041235
2018-05-26,0.04
2018-05-27,0.039118
2018-05-28,0.044059
2018-05-29,0.042941
2018-05-30,0.030824
2018-05-31,0.034824
2018-06-01,0.033706
2018-06-02,0.034294
2018-06-03,0.035941
2018-06-04,0.038792
2018-06-05,0.031941
2018-06-06,0.032294
2018-06-07,0.029588
2018-06-08,0.028
2018-06-09,0.023353
2018-06-10,0.023059
2018-06-11,0.026059
2018-06-12,0.026059
2018-06-13,0.027412
2018-06-14,0.028118
2018-06-15,0.024941
2018-06-16,0.023087
2018-06-17,0.023
2018-06-18,0.023235
2018-06-19,0.014042
2018-06-20,0.018176
2018-06-21,0.027176
2018-06-22,0.032353
2018-06-23,0.025529
2018-06-24,0.025471
2018-06-25,0.0255
2018-06-26,0.024941
2018-06-27,0.030909
2018-06-28,0.023882
2018-06-29,0.023647
2018-06-30,0.021882
2018-07-01,0.023
2018-07-02,0.025765
2018-07-03,0.031529
2018-07-04,0.017647
2018-07-05,0.027706
2018-07-06,0.036706
2018-07-07,0.028824
2018-07-08,0.028941
2018-07-09,0.012542
2018-07-10,0.022765
2018-07-11,0.026882
2018-07-12,0.025588
2018-07-13,0.023941
2018-07-14,0.024235
2018-07-15,0.021824
2018-07-16,0.025176
2018-07-17,0.028118
2018-07-18,0.032471
2018-07-19,0.032706
2018-07-20,0.031471
2018-07-21,0.029176
2018-07-22,0.030824
2018-07-23,0.042588
2018-07-24,0.045118
2018-07-25,0.060824
2018-07-26,0.060294
2018-07-27,0.056875
2018-07-28,0.038364
2018-07-29,0.032529
2018-07-30,0.041588
2018-07-31,0.057529
2018-08-01,0.053412
2018-08-02,0.063118
2018-08-03,0.05675
2018-08-04,0.031043
2018-08-05,0.026
2018-08-06,0.029706
2018-08-07,0.028353
2018-08-08,0.032
2018-08-09,0.031824
2018-08-10,0.032176
2018-08-11,0.019348
2018-08-12,0.016412
2018-08-13,0.019118
2018-08-14,0.021765
2018-08-15,0.025412
2018-08-16,0.025118
2018-08-17,0.024412
2018-08-18,0.027176
2018-08-19,0.026294
2018-08-20,0.032353
2018-08-21,0.035353
2018-08-22,0.037353
2018-08-23,0.044588
2018-08-24,0.032353
2018-08-25,0.035353
2018-08-26,0.034941
2018-08-27,0.026875
2018-08-28,0.024588
2018-08-29,0.024647
2018-08-30,0.035176
2018-08-31,0.037941
2018-09-01,0.037706
2018-09-02,0.025882
2018-09-03,0.018235
2018-09-04,0.022235
2018-09-05,0.024412
2018-09-06,0.028176
2018-09-07,0.021765
2018-09-08,0.019471
2018-09-09,0.020706
2018-09-10,0.020333
2018-09-11,0.021059
2018-09-12,0.024941
2018-09-13,0.023529
2018-09-14,0.018353
2018-09-15,0.01713
2018-09-16,0.018529
2018-09-17,0.023118
2018-09-18,0.020588
2018-09-19,0.023294
2018-09-20,0.013917
2018-09-21,0.011706
2018-09-22,0.017529
2018-09-23,0.015083
2018-09-24,0.027059
2018-09-25,0.019913
2018-09-26,0.030294
2018-09-27,0.031208
2018-09-28,0.029235
2018-09-29,0.019478
2018-09-30,0.023235
2018-10-01,0.023059
2018-10-02,0.021059
2018-10-03,0.022118
2018-10-04,0.022529
2018-10-05,0.025353
2018-10-06,0.024478
2018-10-07,0.022471
2018-10-08,0.019083
2018-10-09,0.015875
2018-10-10,0.021647
2018-10-11,0.025765
2018-10-12,0.033941
2018-10-13,0.025435
2018-10-14,0.021059
2018-10-15,0.017353
2018-10-16,0.017542
2018-10-17,0.020412
2018-10-18,0.020895
2018-10-19,0.014231
2018-10-20,0.023941
2018-10-21,0.032176
2018-10-22,0.021417
2018-10-23,0.027412
2018-10-24,0.01525
2018-10-25,0.0185
2018-10-26,0.023882
2018-10-27,0.033059
2018-10-28,0.037294
2018-10-29,0.034353
2018-10-30,0.031083
2018-10-31,0.020682
2018-11-01,0.025706
2018-11-02,0.031235
2018-11-03,0.037
2018-11-04,0.023208
2018-11-05,0.025958
2018-11-06,0.011588
2018-11-07,0.021235
2018-11-08,0.010417
2018-11-09,0.026353
2018-11-10,0.027565
2018-11-11,0.026529
2018-11-12,0.023458
2018-11-13,0.029294
2018-11-14,0.024833
2018-11-15,0.027941
2018-11-16,0.034647
2018-11-17,0.030353
2018-11-18,0.017412
2018-11-19,0.018095
2018-11-20,0.027412
2018-11-21,0.017958
2018-11-22,0.030294
2018-11-23,0.030118
2018-11-24,0.029826
2018-11-25,0.028647
2018-11-26,0.025917
2018-11-27,0.0276
2018-11-28,0.039563
2018-11-29,0.028647
2018-11-30,0.027412
2018-12-01,0.036176
2018-12-02,0.03
2018-12-03,0.026333
2018-12-04,0.019
2018-12-05,0.021941
2018-12-06,0.0165
2018-12-07,0.008833
2018-12-08,0.015294
2018-12-09,0.021292
2018-12-10,0.026353
2018-12-11,0.035471
2018-12-12,0.028583
2018-12-13,0.031471
2018-12-14,0.031588
2018-12-15,0.034545
2018-12-16,0.019833
2018-12-17,0.019
2018-12-18,0.019824
2018-12-19,0.012958
2018-12-20,0.033647
2018-12-21,0.030235
2018-12-22,0.034087
2018-12-23,0.029529
2018-12-24,0.022875
2018-12-25,0.028412
2018-12-26,0.028583
2018-12-27,0.026458
2018-12-28,0.021176
2018-12-29,0.020087
2018-12-30,0.012417
2018-12-31,0.014833
