date,avgtempC,avgtempF,winddirDegree,windspeedKmph,windspeedMiles,cloudcover,humidity,precipInches,precipMM,pressure,visibility,maxtempC,maxtempF,mintempC,mintempF,sunHour,uvIndex
2015-01-01,2,36,70,13,8,98,87,0.2,4.8,1025,10,4,40,1,35,3.8,1
2015-01-02,4,40,137,13,8,99,89,0.1,2.0,1019,8,5,41,4,39,3.8,1
2015-01-03,7,45,277,11,7,35,78,0.1,2.2,1016,9,14,57,3,38,7.1,1
2015-01-04,6,42,218,17,11,2,67,0.0,0.0,1030,10,8,47,2,36,8.7,1
2015-01-05,3,37,93,10,6,1,56,0.0,0.0,1036,10,8,47,-2,29,8.7,1
2015-01-06,9,49,208,10,6,6,56,0.0,0.0,1028,10,17,63,4,39,8.7,1
2015-01-07,6,44,68,22,14,25,69,0.0,0.0,1033,10,10,50,0,33,5.4,1
2015-01-08,-1,31,105,13,8,26,42,0.0,0.0,1035,10,4,39,-4,25,8.7,1
2015-01-09,2,35,41,15,9,85,77,0.1,3.0,1031,10,3,38,1,34,3.8,1
2015-01-10,1,33,36,9,5,94,81,0.0,0.7,1031,9,1,33,0,33,3.8,1
2015-01-11,4,40,117,7,4,47,84,0.1,2.6,1023,9,11,51,1,34,7.1,1
2015-01-12,6,42,110,14,9,34,79,0.0,0.0,1025,10,8,47,4,39,8.7,1
2015-01-13,4,39,140,14,9,61,77,0.0,0.0,1030,10,7,44,2,36,7.1,1
2015-01-14,4,39,18,11,7,96,73,0.0,0.1,1028,10,5,40,3,37,3.8,1
2015-01-15,7,44,305,10,6,45,60,0.0,0.0,1027,10,13,55,4,39,8.7,1
2015-01-16,9,48,251,7,4,6,62,0.0,0.0,1025,10,16,61,3,37,8.7,1
2015-01-17,12,53,249,18,11,53,50,0.0,0.0,1020,10,20,67,5,42,5.5,1
2015-01-18,13,55,230,12,8,13,46,0.0,0.0,1025,10,19,67,8,46,8.7,1
2015-01-19,13,55,202,16,10,1,47,0.0,0.0,1018,10,21,69,7,45,8.7,1
2015-01-20,15,60,206,9,6,1,48,0.0,0.0,1014,10,24,74,9,48,8.7,1
2015-01-21,12,53,39,16,10,68,88,0.1,1.7,1018,10,13,56,10,49,3.9,1
2015-01-22,8,47,38,28,17,100,91,0.3,7.8,1019,9,13,55,5,41,3.9,1
2015-01-23,5,42,289,22,13,66,81,0.2,4.3,1024,10,7,45,5,41,8.5,1
2015-01-24,8,46,266,12,8,31,60,0.0,0.0,1022,10,15,59,3,37,10.8,1
2015-01-25,12,54,260,16,10,11,48,0.0,0.0,1019,10,20,67,8,46,10.8,1
2015-01-26,14,57,291,11,7,5,42,0.0,0.0,1022,10,22,71,8,46,10.8,1
2015-01-27,16,61,220,13,8,16,41,0.0,0.0,1020,10,24,75,11,52,10.8,1
2015-01-28,17,63,204,14,9,4,45,0.0,0.0,1019,10,25,76,11,52,10.8,1
2015-01-29,16,62,146,15,9,24,71,0.0,0.0,1022,10,22,71,12,54,10.8,1
2015-01-30,11,52,48,19,12,54,55,0.0,0.0,1028,10,13,56,9,47,8.5,1
2015-01-31,12,54,119,15,9,92,82,0.0,0.6,1019,9,15,60,9,48,5.4,1
2015-02-01,16,61,229,22,14,55,80,0.0,0.1,1015,10,21,69,11,51,8.5,1
2015-02-02,5,41,81,17,10,4,45,0.0,0.0,1027,10,8,47,1,34,10.9,1
2015-02-03,5,42,155,7,5,59,68,0.0,0.8,1025,10,6,43,5,40,7.0,1
2015-02-04,9,47,187,8,5,54,84,0.0,0.0,1020,10,14,57,5,41,10.1,1
2015-02-05,5,41,274,17,11,39,67,0.0,0.0,1028,10,8,47,3,37,8.5,1
2015-02-06,6,44,131,8,5,0,61,0.0,0.0,1028,10,14,57,1,34,10.9,1
2015-02-07,12,53,203,21,13,16,83,0.0,0.0,1019,10,18,64,7,44,11.0,1
2015-02-08,16,60,176,20,12,31,78,0.0,0.0,1013,10,23,73,12,54,10.1,1
2015-02-09,18,64,161,11,7,0,49,0.0,0.0,1017,10,25,77,12,53,11.0,1
2015-02-10,17,63,158,12,8,0,54,0.0,0.0,1016,10,25,76,10,51,11.0,1
2015-02-11,16,60,145,11,7,2,62,0.0,0.0,1016,10,23,73,9,48,11.0,1
2015-02-12,11,52,18,21,13,41,52,0.0,0.0,1026,10,15,59,8,46,10.1,1
2015-02-13,12,53,121,10,6,23,54,0.0,0.0,1026,10,18,65,6,43,11.0,1
2015-02-14,17,62,242,12,8,4,63,0.0,0.0,1023,10,24,74,11,52,11.1,1
2015-02-15,17,62,185,15,9,83,84,0.0,0.9,1017,9,20,68,14,57,5.5,1
2015-02-16,8,47,266,27,17,78,72,0.0,0.2,1017,10,17,63,3,38,8.6,1
2015-02-17,5,40,160,16,10,39,51,0.0,0.1,1023,10,11,52,1,34,10.1,1
2015-02-18,9,49,220,11,7,1,45,0.0,0.0,1026,10,16,61,3,38,11.1,1
2015-02-19,12,53,189,17,11,17,62,0.0,0.0,1024,10,19,66,5,41,11.1,1
2015-02-20,16,61,182,28,18,72,85,0.0,0.3,1013,9,20,68,12,54,5.6,1
2015-02-21,18,65,179,21,13,83,80,0.0,0.4,1011,9,21,70,16,60,5.6,1
2015-02-22,10,51,33,22,14,96,81,0.1,1.4,1019,9,13,55,5,41,5.6,1
2015-02-23,1,33,50,29,18,100,81,0.1,1.7,1031,10,3,37,-1,30,5.6,1
2015-02-24,1,34,239,10,6,42,68,0.0,0.0,1025,10,6,43,-2,29,10.1,1
2015-02-25,6,43,215,10,6,28,59,0.0,0.0,1013,10,15,59,-1,31,11.3,1
2015-02-26,5,41,76,18,11,23,71,0.0,0.0,1020,10,9,48,2,35,11.3,1
2015-02-27,1,34,35,21,13,86,65,0.0,0.0,1029,10,2,36,0,33,5.8,1
2015-02-28,1,33,24,18,11,100,87,0.0,0.3,1027,9,2,35,-1,31,5.9,1
2015-03-01,3,38,57,18,11,100,87,0.0,0.3,1025,9,5,42,1,34,5.9,1
2015-03-02,5,41,63,16,10,99,86,0.0,0.1,1026,10,7,45,3,38,5.9,1
2015-03-03,10,50,142,11,7,90,88,0.0,0.4,1015,9,17,62,5,41,5.9,1
2015-03-04,14,57,111,17,11,100,92,0.1,1.3,1012,4,19,66,3,37,5.9,1
2015-03-05,1,34,139,33,21,40,67,0.1,1.4,1032,10,4,40,-1,29,11.6,1
2015-03-06,4,39,57,8,5,13,49,0.0,0.0,1034,10,11,51,-2,28,11.6,1
2015-03-07,8,47,125,7,5,32,51,0.0,0.0,1029,10,14,57,3,37,11.6,1
2015-03-08,10,50,155,9,6,96,82,0.0,0.4,1022,9,12,53,8,47,5.9,1
2015-03-09,11,52,79,11,7,95,94,0.4,10.2,1014,7,13,56,9,49,5.9,1
2015-03-10,16,61,144,12,7,71,80,0.2,3.9,1015,8,20,68,13,56,8.8,1
2015-03-11,15,58,174,13,8,65,73,0.1,2.2,1016,9,19,66,11,53,8.8,1
2015-03-12,13,56,160,16,10,56,69,0.0,0.9,1019,10,19,66,8,47,8.8,1
2015-03-13,14,58,145,13,8,59,73,0.0,0.7,1018,9,19,67,10,50,8.8,1
2015-03-14,16,60,179,13,8,54,69,0.0,0.2,1017,9,22,72,10,51,8.8,1
2015-03-15,16,61,159,13,8,58,76,0.0,0.2,1016,9,22,71,12,53,8.8,1
2015-03-16,17,63,186,16,10,64,79,0.0,0.3,1016,9,22,72,14,56,8.8,1
2015-03-17,18,65,188,15,10,64,80,0.0,0.6,1015,9,23,73,15,59,10.2,1
2015-03-18,19,66,157,15,9,59,80,0.1,2.3,1013,9,25,76,16,60,10.2,1
2015-03-19,21,69,177,13,8,72,85,0.1,3.0,1014,8,26,78,18,64,8.8,1
2015-03-20,18,65,84,12,8,95,94,0.3,7.9,1018,7,20,68,15,59,6.0,1
2015-03-21,14,58,183,13,8,97,92,0.0,0.4,1018,8,16,61,13,55,6.0,1
2015-03-22,17,62,255,9,5,53,82,0.0,0.4,1016,7,23,73,12,53,10.2,1
2015-03-23,18,64,104,7,4,2,77,0.0,0.0,1018,8,25,77,11,52,11.6,1
2015-03-24,20,68,189,18,11,12,79,0.0,0.0,1015,9,26,79,15,58,11.6,1
2015-03-25,20,68,179,20,12,33,82,0.0,0.0,1013,9,26,80,15,60,10.2,1
2015-03-26,16,60,242,26,16,19,70,0.1,2.8,1017,10,18,65,11,53,11.6,1
2015-03-27,16,61,272,12,7,0,41,0.0,0.0,1021,10,25,77,9,48,11.6,1
2015-03-28,18,64,203,16,10,0,51,0.0,0.0,1019,10,26,79,10,50,11.6,1
2015-03-29,19,66,188,25,16,2,71,0.0,0.0,1018,10,26,80,12,54,11.6,1
2015-03-30,21,69,191,16,10,88,85,0.0,0.2,1019,10,24,76,17,63,6.1,1
2015-03-31,20,69,193,20,12,83,85,0.0,0.1,1016,10,23,73,18,64,7.5,1
2015-04-01,21,71,184,18,11,71,85,0.4,8.9,1013,8,26,79,19,66,8.9,1
2015-04-02,22,71,184,21,13,66,88,0.0,0.2,1013,10,26,78,18,65,7.5,1
2015-04-03,21,71,136,20,12,82,80,0.0,0.2,1015,10,25,77,19,66,6.2,1
2015-04-04,16,60,52,21,13,70,70,0.0,0.3,1023,10,18,64,13,56,10.2,1
2015-04-05,16,62,110,9,5,97,87,0.0,0.2,1016,9,19,66,15,58,6.2,1
2015-04-06,22,72,175,21,13,63,83,0.0,0.1,1013,9,27,81,18,64,10.2,1
2015-04-07,23,73,178,22,14,68,83,0.0,0.0,1014,9,28,82,19,66,7.6,1
2015-04-08,22,72,174,21,13,87,88,0.0,0.5,1013,9,24,76,19,67,6.2,1
2015-04-09,23,74,182,23,14,43,83,0.1,3.2,1011,10,28,82,20,69,11.6,1
2015-04-10,18,65,43,16,10,50,73,0.0,0.7,1018,10,22,72,16,60,10.3,1
2015-04-11,18,64,88,9,6,97,86,0.0,0.4,1017,9,20,69,16,60,6.2,1
2015-04-12,21,70,155,12,7,82,86,0.1,2.0,1012,6,26,79,18,64,6.3,1
2015-04-13,19,66,182,14,8,61,74,0.0,1.1,1014,8,24,76,14,58,8.9,1
2015-04-14,18,64,190,15,9,53,73,0.0,0.5,1015,8,23,74,14,57,10.3,1
2015-04-15,18,64,181,14,9,59,66,0.0,1.1,1016,9,23,73,14,56,8.9,1
2015-04-16,19,66,148,12,7,80,93,0.3,7.4,1013,4,22,72,17,63,6.3,1
2015-04-17,20,69,111,11,7,80,92,0.0,0.1,1013,7,24,75,18,65,7.8,1
2015-04-18,20,69,101,6,4,74,86,0.0,0.3,1011,6,24,75,18,65,7.8,1
2015-04-19,22,72,266,19,12,14,64,0.0,0.0,1009,10,30,86,17,63,13.0,1
2015-04-20,17,62,92,17,11,11,50,0.0,0.0,1015,10,21,70,11,53,13.4,1
2015-04-21,18,65,122,12,7,45,68,0.0,0.5,1014,10,23,74,12,54,9.6,1
2015-04-22,21,69,154,12,8,80,89,0.0,0.8,1012,8,25,76,17,62,8.4,1
2015-04-23,23,74,158,9,6,68,85,0.0,0.0,1011,7,29,84,19,67,10.9,1
2015-04-24,24,75,162,16,10,64,84,0.1,2.3,1009,9,28,82,21,69,9.6,1
2015-04-25,25,77,234,12,8,8,59,0.0,0.1,1007,8,32,90,19,66,13.5,1
2015-04-26,23,73,170,17,11,21,81,0.0,0.3,1004,10,29,84,18,64,13.3,1
2015-04-27,21,70,214,10,6,36,77,0.1,2.4,1007,9,26,78,19,66,13.5,1
2015-04-28,21,70,173,12,7,51,67,0.1,1.8,1013,9,28,82,16,60,12.1,1
2015-04-29,16,60,262,12,8,9,61,0.0,0.0,1017,10,23,73,9,49,13.6,1
2015-04-30,18,65,193,8,5,3,51,0.0,0.0,1015,10,26,78,11,53,13.6,1
2015-05-01,20,68,186,9,5,14,53,0.0,0.0,1016,10,27,80,13,55,13.6,1
2015-05-02,21,69,187,12,8,6,55,0.0,0.0,1017,10,27,80,14,57,13.6,1
2015-05-03,21,69,181,15,10,12,69,0.0,0.0,1015,10,28,82,14,56,13.6,1
2015-05-04,21,71,146,17,11,48,77,0.0,0.0,1016,7,26,80,17,62,12.1,1
2015-05-05,22,72,149,20,12,64,80,0.1,2.8,1014,9,28,83,18,64,10.9,1
2015-05-06,24,74,164,18,11,68,83,0.3,8.5,1013,8,28,82,20,67,9.7,1
2015-05-07,24,75,153,20,12,85,87,0.1,2.3,1011,9,28,82,21,70,8.6,1
2015-05-08,24,75,158,18,11,84,90,0.1,2.0,1012,8,27,81,23,73,10.9,1
2015-05-09,25,77,159,22,13,70,83,0.0,0.3,1010,8,29,85,23,73,12.1,1
2015-05-10,25,77,160,21,13,73,83,0.4,9.9,1010,9,28,82,23,73,9.8,1
2015-05-11,22,72,94,14,9,65,87,0.3,8.2,1015,8,26,79,20,68,12.1,1
2015-05-12,19,66,48,16,10,93,94,0.0,0.4,1020,10,20,68,18,65,8.6,1
2015-05-13,20,69,135,14,9,82,94,0.0,1.2,1018,7,22,71,19,65,9.8,1
2015-05-14,24,75,163,14,9,68,87,0.0,0.8,1016,7,28,83,19,67,11.0,1
2015-05-15,22,72,164,12,8,74,92,0.5,12.0,1013,6,25,77,20,68,9.8,1
2015-05-16,24,76,167,22,14,83,86,0.2,4.6,1011,10,28,82,20,69,9.8,1
2015-05-17,25,76,149,14,9,76,85,0.1,3.1,1013,8,30,86,21,70,11.0,1
2015-05-18,26,78,138,9,6,66,85,0.7,16.9,1016,6,29,85,23,73,13.3,1
2015-05-19,25,78,148,19,12,57,83,0.1,1.6,1015,8,30,86,23,73,12.2,1
2015-05-20,25,77,147,11,7,63,83,0.2,6.2,1014,10,30,85,22,71,11.0,1
2015-05-21,20,68,26,17,11,88,87,0.1,2.1,1018,9,23,73,17,62,8.7,1
2015-05-22,20,69,93,15,10,91,89,0.2,5.6,1018,8,25,77,16,62,8.7,1
2015-05-23,23,74,148,17,11,85,92,0.6,15.8,1016,8,27,80,22,71,9.9,1
2015-05-24,23,73,158,20,12,64,87,0.0,0.2,1011,9,26,79,20,68,11.0,1
2015-05-25,23,74,167,18,11,59,90,0.6,16.5,1011,8,26,79,20,69,11.0,1
2015-05-26,24,75,166,15,9,46,84,0.0,0.7,1014,10,28,83,19,66,11.0,1
2015-05-27,26,78,150,16,10,42,83,0.0,0.6,1016,9,30,86,23,73,13.3,1
2015-05-28,25,78,149,16,10,59,84,0.0,0.1,1015,6,29,85,21,71,11.0,1
2015-05-29,25,77,228,12,7,48,80,0.7,18.6,1013,9,30,87,21,69,12.2,1
2015-05-30,25,77,246,9,6,34,80,0.2,5.4,1016,9,29,84,22,71,14.0,1
2015-05-31,23,73,47,11,7,41,80,0.1,3.4,1017,8,26,80,19,67,14.0,1
2015-06-01,24,75,111,6,4,20,71,0.0,0.0,1017,10,30,85,19,67,14.0,1
2015-06-02,25,77,193,9,6,18,68,0.0,0.0,1015,10,30,87,20,69,14.0,1
2015-06-03,25,78,181,12,8,8,70,0.0,0.0,1012,10,31,87,20,69,14.0,1
2015-06-04,25,77,165,11,7,20,71,0.0,0.0,1014,9,30,86,21,69,14.0,1
2015-06-05,26,78,168,9,6,29,74,0.0,0.1,1016,8,31,87,22,71,13.4,1
2015-06-06,26,79,193,9,6,21,65,0.0,0.0,1015,10,31,88,21,70,14.0,1
2015-06-07,26,79,193,11,7,5,66,0.0,0.0,1014,10,31,89,21,70,14.0,1
2015-06-08,27,80,211,10,6,27,69,0.0,0.0,1014,9,33,91,21,71,14.0,1
2015-06-09,27,81,207,10,6,9,62,0.0,0.0,1013,10,33,91,22,72,14.0,1
2015-06-10,27,81,193,12,7,5,64,0.0,0.0,1010,10,32,89,23,73,14.0,1
2015-06-11,27,81,180,17,11,24,68,0.0,0.0,1009,9,32,90,22,72,14.0,1
2015-06-12,27,81,157,16,10,45,76,0.0,0.9,1009,9,31,88,22,72,11.1,1
2015-06-13,26,79,141,13,8,42,80,0.1,1.6,1010,9,30,87,22,72,11.1,1
2015-06-14,25,78,149,14,9,42,83,0.0,1.3,1011,9,30,86,22,72,13.4,1
2015-06-15,26,79,118,13,8,35,80,0.6,15.6,1013,9,30,87,23,74,14.1,1
2015-06-16,24,75,53,20,12,88,94,0.4,9.6,1011,9,25,77,22,72,8.8,1
2015-06-17,23,74,235,19,12,48,91,0.1,1.6,1010,9,27,80,22,71,14.1,1
2015-06-18,26,78,192,14,8,29,84,0.1,1.8,1014,8,29,84,23,73,14.1,1
2015-06-19,25,77,204,9,5,55,84,0.1,1.9,1016,8,27,81,23,73,14.1,1
2015-06-20,25,77,177,12,7,70,88,0.1,2.9,1016,7,28,82,23,73,8.8,1
2015-06-21,26,79,164,17,11,35,84,0.1,1.3,1016,8,30,86,23,74,13.4,1
2015-06-22,26,79,157,12,7,47,83,0.0,0.0,1018,7,31,87,23,73,12.2,1
2015-06-23,26,80,139,11,7,67,84,0.2,4.0,1019,6,31,87,23,74,12.2,1
2015-06-24,27,80,173,9,6,21,78,0.0,0.6,1019,8,32,89,23,73,14.1,1
2015-06-25,27,81,196,11,7,15,74,0.0,0.0,1018,9,32,90,23,73,14.1,1
2015-06-26,28,82,196,13,8,15,72,0.0,0.0,1015,10,32,90,23,74,14.1,1
2015-06-27,27,81,170,8,5,18,75,0.4,9.6,1015,9,32,90,24,75,14.1,1
2015-06-28,27,80,181,6,4,15,73,0.3,7.6,1016,9,31,88,23,74,14.1,1
2015-06-29,27,81,197,14,8,25,74,0.1,2.5,1015,10,33,91,23,74,14.1,1
2015-06-30,26,80,195,12,7,20,78,0.1,2.7,1016,9,31,88,23,73,14.0,1
